pm25,pm10,o3,no2,so2
10.0,18.0,70.93,18.0,4.0
9.0,40.0,95.86,15.0,4.0
10.0,22.0,50.83,58.0,4.0
8.0,13.0,67.1,31.0,4.0
7.0,12.0,73.44,21.0,4.0
12.0,19.0,59.38,24.0,4.0
12.0,21.0,54.88,53.0,4.0
12.0,21.0,57.43,44.0,4.0
25.0,35.0,47.99,41.0,4.0
22.0,35.0,14.1,79.0,4.0
22.0,39.0,32.09,79.0,5.0
27.0,51.0,36.07,90.0,5.0
23.0,43.0,90.44,21.0,4.0
17.0,37.0,93.28,20.0,4.0
15.0,28.0,93.37,22.0,4.0
33.0,95.0,99.68,17.0,4.0
9.0,23.0,79.03,21.0,4.0
15.0,32.0,25.62,54.0,4.0
21.0,37.0,16.6,71.0,4.0
19.0,38.0,28.31,60.0,4.0
29.0,50.0,42.88,50.0,4.0
13.0,28.0,81.63,37.0,4.0
21.0,38.0,70.45,33.0,4.0
16.0,24.0,63.41,15.0,4.0
1.0,5.0,63.66,13.0,4.0
16.0,30.0,77.62,18.0,4.0
14.0,21.0,64.94,23.0,4.0
14.0,24.0,70.49,27.0,4.0
21.0,30.0,81.76,23.0,4.0
18.0,25.0,60.3,21.0,4.0
14.0,23.0,59.06,21.0,4.0
30.0,42.0,72.09,35.0,4.0
25.0,39.0,51.81,63.0,5.0
14.0,30.0,82.19,35.0,4.0
27.0,40.0,80.13,11.0,4.0
26.0,37.0,65.3,22.0,4.0
21.0,28.0,52.14,22.0,4.0
38.0,65.0,74.41,24.0,4.0
38.0,63.0,70.08,29.0,4.0
37.0,58.0,78.07,23.0,4.0
45.0,62.0,52.78,36.0,4.0
8.0,12.0,82.81,12.0,4.0
17.0,32.0,7.08,87.0,5.0
3.0,7.0,72.27,20.0,4.0
6.0,10.0,49.47,36.0,4.0
7.0,12.0,50.96,30.0,4.0
8.0,14.0,47.62,30.0,4.0
4.0,9.0,55.84,25.0,4.0
2.0,7.0,59.29,22.0,4.0
5.0,9.0,47.59,33.0,4.0
3.0,7.0,46.53,31.0,4.0
5.0,12.0,51.29,29.0,4.0
3.0,14.0,51.67,34.0,4.0
6.0,17.0,63.81,28.0,4.0
8.0,17.0,67.23,30.0,4.0
9.0,19.0,73.39,31.0,4.0
7.0,19.0,89.3,26.0,4.0
6.0,17.0,104.0,24.0,4.0
13.0,22.0,115.2,20.0,5.0
9.0,18.0,119.8,15.0,5.0
7.0,16.0,118.0,17.0,4.0
9.0,19.0,115.6,23.0,4.0
9.0,32.0,93.3,43.0,4.0
16.0,101.0,46.83,98.0,4.0
13.0,68.0,23.72,112.0,5.0
16.0,46.0,5.8,142.0,5.0
22.0,42.0,4.21,140.0,5.0
23.0,43.0,4.63,151.0,6.0
15.0,31.0,19.5,103.0,5.0
17.0,28.0,19.98,84.0,4.0
11.0,21.0,34.71,52.0,4.0
6.0,13.0,50.51,25.0,4.0
6.0,13.0,52.97,25.0,4.0
6.0,13.0,44.06,36.0,4.0
8.0,15.0,25.66,63.0,4.0
8.0,19.0,13.24,86.0,5.0
12.0,27.0,21.11,78.0,5.0
10.0,25.0,28.91,75.0,4.0
10.0,22.0,51.0,58.0,4.0
14.0,26.0,71.29,42.0,4.0
10.0,23.0,84.71,35.0,4.0
12.0,28.0,91.51,33.0,4.0
7.0,11.0,74.36,18.0,4.0
11.0,16.0,40.81,43.0,4.0
10.0,19.0,37.55,65.0,5.0
12.0,23.0,53.51,45.0,4.0
15.0,30.0,126.2,41.0,5.0
9.0,22.0,126.3,33.0,4.0
14.0,27.0,122.2,39.0,4.0
11.0,28.0,108.3,43.0,4.0
12.0,50.0,66.45,84.0,4.0
15.0,94.0,29.34,124.0,5.0
17.0,91.0,11.99,145.0,5.0
28.0,62.0,5.18,164.0,6.0
32.0,55.0,7.41,140.0,5.0
16.0,32.0,35.88,86.0,5.0
12.0,22.0,51.52,56.0,4.0
11.0,19.0,56.62,40.0,4.0
8.0,15.0,59.43,30.0,4.0
6.0,12.0,59.15,28.0,4.0
6.0,12.0,59.45,28.0,4.0
6.0,12.0,61.56,25.0,4.0
6.0,12.0,58.29,27.0,4.0
6.0,13.0,50.84,32.0,4.0
10.0,17.0,50.16,34.0,4.0
10.0,18.0,56.23,34.0,4.0
5.0,17.0,61.69,48.0,4.0
8.0,24.0,78.38,51.0,4.0
13.0,28.0,102.6,48.0,5.0
11.0,27.0,123.0,42.0,5.0
5.0,17.0,140.5,27.0,5.0
14.0,25.0,148.7,30.0,4.0
16.0,28.0,141.3,37.0,4.0
17.0,36.0,135.9,39.0,4.0
11.0,43.0,86.32,82.0,4.0
19.0,98.0,20.99,145.0,5.0
21.0,102.0,43.77,97.0,4.0
5.0,16.0,46.57,76.0,5.0
9.0,17.0,58.29,54.0,4.0
8.0,16.0,50.46,55.0,5.0
12.0,20.0,65.66,22.0,4.0
6.0,15.0,63.71,14.0,4.0
2.0,9.0,61.53,12.0,4.0
2.0,9.0,59.41,12.0,4.0
7.0,12.0,59.13,12.0,4.0
9.0,13.0,49.53,21.0,4.0
5.0,11.0,27.46,49.0,4.0
4.0,12.0,17.63,61.0,5.0
5.0,9.0,46.39,17.0,4.0
1.0,3.0,51.01,17.0,4.0
1.0,3.0,56.11,15.0,4.0
3.0,8.0,59.14,15.0,4.0
4.0,10.0,51.73,26.0,4.0
2.0,12.0,29.83,58.0,4.0
1.0,2.0,20.42,81.0,5.0
5.0,14.0,60.63,13.0,4.0
5.0,12.0,72.27,17.0,4.0
13.0,31.0,52.94,38.0,4.0
17.0,31.0,12.09,82.0,5.0
10.0,22.0,38.98,57.0,4.0
1.0,8.0,76.62,15.0,4.0
2.0,11.0,73.09,14.0,4.0
2.0,7.0,53.98,26.0,4.0
1.0,8.0,48.86,25.0,4.0
12.0,30.0,7.91,90.0,5.0
10.0,26.0,50.01,27.0,4.0
2.0,6.0,56.88,19.0,4.0
1.0,6.0,50.87,17.0,4.0
6.0,9.0,67.97,17.0,4.0
11.0,21.0,28.65,36.0,4.0
10.0,15.0,26.73,32.0,4.0
7.0,16.0,44.46,21.0,4.0
15.0,22.0,26.16,35.0,4.0
5.0,10.0,19.26,53.0,5.0
15.0,23.0,22.35,64.0,5.0
4.0,6.0,57.38,12.0,5.0
3.0,4.0,54.89,26.0,5.0
3.0,6.0,50.85,25.0,5.0
3.0,6.0,43.38,30.0,5.0
2.0,5.0,43.15,30.0,5.0
4.0,7.0,39.25,34.0,5.0
5.0,8.0,30.51,42.0,5.0
6.0,10.0,33.15,40.0,5.0
8.0,13.0,34.93,41.0,5.0
3.0,10.0,40.56,42.0,5.0
7.0,14.0,46.15,41.0,5.0
1.0,8.0,54.56,36.0,5.0
6.0,13.0,57.58,37.0,5.0
8.0,17.0,64.68,35.0,5.0
13.0,22.0,62.53,34.0,5.0
10.0,18.0,39.4,34.0,5.0
9.0,23.0,17.31,64.0,5.0
7.0,11.0,78.88,14.0,5.0
17.0,34.0,40.16,36.0,5.0
14.0,29.0,21.89,59.0,6.0
20.0,35.0,10.99,89.0,6.0
13.0,18.0,10.94,63.0,5.0
5.0,7.0,33.75,47.0,5.0
1.0,3.0,47.56,28.0,5.0
3.0,9.0,60.73,19.0,5.0
4.0,6.0,37.63,37.0,4.0
7.0,8.0,46.23,31.0,4.0
12.0,21.0,3.5,74.0,5.0
8.0,13.0,35.47,39.0,5.0
3.0,6.0,19.37,65.0,6.0
9.0,11.0,30.95,24.0,5.0
5.0,9.0,57.15,19.0,5.0
1.0,3.0,58.46,18.0,5.0
6.0,13.0,58.08,22.0,5.0
4.0,10.0,53.75,21.0,5.0
11.0,21.0,3.28,71.0,5.0
1.0,4.0,40.22,41.0,5.0
5.0,14.0,50.14,34.0,5.0
7.0,12.0,38.2,27.0,5.0
3.0,6.0,43.85,19.0,5.0
3.0,5.0,40.72,19.0,5.0
3.0,5.0,44.79,22.0,5.0
5.0,9.0,49.82,22.0,5.0
4.0,8.0,51.75,19.0,5.0
4.0,7.0,53.83,22.0,5.0
2.0,6.0,51.93,25.0,5.0
6.0,13.0,53.33,26.0,5.0
8.0,16.0,53.57,31.0,5.0
7.0,15.0,67.64,21.0,5.0
10.0,18.0,64.21,21.0,5.0
11.0,18.0,58.92,31.0,5.0
4.0,10.0,69.79,24.0,5.0
9.0,14.0,64.57,26.0,5.0
5.0,12.0,61.62,27.0,5.0
4.0,10.0,46.72,37.0,5.0
4.0,8.0,37.66,46.0,5.0
8.0,13.0,33.23,51.0,5.0
9.0,14.0,20.19,65.0,5.0
13.0,19.0,21.04,61.0,5.0
11.0,16.0,29.46,45.0,5.0
8.0,12.0,36.87,33.0,5.0
1.0,3.0,36.34,34.0,5.0
1.0,5.0,53.66,20.0,5.0
2.0,5.0,60.79,16.0,5.0
1.0,3.0,65.05,13.0,5.0
1.0,2.0,59.68,16.0,5.0
1.0,3.0,52.02,29.0,5.0
2.0,5.0,21.69,64.0,5.0
5.0,11.0,8.34,92.0,5.0
9.0,15.0,7.59,91.0,6.0
8.0,17.0,11.88,77.0,5.0
11.0,19.0,22.12,62.0,5.0
7.0,12.0,22.03,38.0,8.0
7.0,19.0,37.32,39.0,6.0
8.0,19.0,54.19,22.0,6.0
10.0,18.0,25.35,35.0,6.0
12.0,17.0,33.66,23.0,6.0
10.0,16.0,21.58,58.0,6.0
4.0,7.0,42.73,34.0,7.0
3.0,7.0,45.4,32.0,6.0
22.0,34.0,31.51,54.0,8.0
14.0,22.0,43.65,43.0,7.0
5.0,12.0,37.09,49.0,7.0
8.0,16.0,26.96,57.0,7.0
11.0,20.0,11.58,75.0,7.0
13.0,24.0,9.02,84.0,7.0
13.0,25.0,6.56,91.0,8.0
12.0,23.0,6.75,88.0,8.0
15.0,27.0,9.3,75.0,7.0
16.0,26.0,6.74,84.0,7.0
17.0,29.0,6.56,80.0,7.0
20.0,32.0,6.65,72.0,7.0
16.0,26.0,7.19,60.0,7.0
15.0,23.0,8.11,55.0,7.0
11.0,20.0,7.33,52.0,6.0
12.0,21.0,6.56,53.0,7.0
15.0,24.0,6.48,52.0,7.0
17.0,26.0,8.58,47.0,6.0
20.0,28.0,15.55,42.0,6.0
24.0,32.0,13.67,48.0,7.0
25.0,32.0,16.68,46.0,6.0
25.0,32.0,16.76,50.0,7.0
25.0,34.0,19.87,52.0,7.0
23.0,30.0,24.77,51.0,7.0
20.0,26.0,25.15,53.0,7.0
23.0,31.0,16.98,61.0,7.0
25.0,34.0,9.15,71.0,7.0
21.0,31.0,6.72,75.0,7.0
20.0,31.0,6.47,80.0,8.0
23.0,35.0,6.66,84.0,8.0
26.0,38.0,6.72,75.0,8.0
25.0,34.0,6.87,67.0,7.0
17.0,24.0,6.48,69.0,8.0
27.0,37.0,6.81,68.0,8.0
27.0,35.0,6.92,65.0,7.0
26.0,33.0,7.37,59.0,7.0
19.0,26.0,18.44,41.0,6.0
21.0,26.0,9.85,52.0,6.0
24.0,30.0,6.49,56.0,7.0
26.0,33.0,7.11,58.0,7.0
22.0,30.0,6.83,62.0,7.0
26.0,35.0,6.87,67.0,7.0
31.0,42.0,7.52,66.0,8.0
25.0,36.0,7.97,65.0,8.0
26.0,38.0,8.29,66.0,8.0
31.0,46.0,8.8,68.0,9.0
31.0,47.0,9.81,67.0,9.0
37.0,51.0,9.94,70.0,10.0
41.0,55.0,10.06,71.0,10.0
42.0,60.0,8.25,79.0,9.0
1.0,2.0,60.61,28.0,7.0
1.0,3.0,57.03,28.0,6.0
1.0,4.0,62.88,22.0,6.0
3.0,8.0,55.66,28.0,7.0
12.0,20.0,16.04,61.0,8.0
18.0,29.0,4.41,78.0,8.0
18.0,27.0,4.78,70.0,7.0
22.0,30.0,4.56,78.0,9.0
19.0,26.0,4.25,62.0,8.0
21.0,30.0,4.34,62.0,9.0
16.0,22.0,5.24,51.0,8.0
4.0,9.0,39.87,33.0,10.0
4.0,9.0,48.9,24.0,9.0
24.0,47.0,18.23,100.0,13.0
15.0,30.0,27.2,85.0,12.0
10.0,24.0,40.84,66.0,12.0
7.0,24.0,42.99,61.0,13.0
4.0,18.0,30.81,71.0,16.0
3.0,10.0,21.16,85.0,14.0
6.0,12.0,16.23,93.0,19.0
7.0,13.0,12.63,94.0,16.0
7.0,18.0,7.07,112.0,18.0
8.0,22.0,12.66,101.0,11.0
6.0,15.0,42.65,44.0,10.0
3.0,8.0,39.8,43.0,9.0
3.0,7.0,48.73,30.0,9.0
1.0,4.0,49.67,27.0,9.0
4.0,7.0,52.18,26.0,8.0
3.0,9.0,57.47,20.0,8.0
2.0,9.0,27.39,41.0,8.0
4.0,10.0,10.32,73.0,9.0
9.0,21.0,6.22,101.0,10.0
10.0,21.0,14.8,91.0,12.0
7.0,17.0,18.46,89.0,13.0
7.0,19.0,28.65,75.0,12.0
7.0,15.0,40.33,62.0,13.0
6.0,7.0,46.76,54.0,11.0
3.0,9.0,51.39,51.0,11.0
6.0,12.0,53.47,50.0,11.0
7.0,12.0,59.11,46.0,9.0
5.0,12.0,50.34,59.0,13.0
5.0,14.0,34.69,76.0,15.0
5.0,13.0,26.63,82.0,14.0
7.0,15.0,25.26,81.0,13.0
7.0,13.0,20.8,84.0,14.0
6.0,14.0,29.86,65.0,12.0
5.0,10.0,34.41,56.0,11.0
8.0,11.0,40.47,51.0,10.0
3.0,7.0,53.74,32.0,9.0
3.0,8.0,47.74,36.0,10.0
5.0,7.0,63.06,18.0,10.0
3.0,8.0,48.85,31.0,9.0
4.0,15.0,55.12,27.0,9.0
3.0,9.0,35.76,43.0,8.0
4.0,13.0,7.34,79.0,8.0
4.0,17.0,5.43,111.0,10.0
9.0,34.0,5.27,139.0,11.0
16.0,47.0,11.58,127.0,12.0
25.0,34.0,5.69,112.0,12.0
25.0,36.0,5.63,85.0,11.0
23.0,33.0,5.17,71.0,10.0
20.0,28.0,5.18,65.0,9.0
20.0,28.0,5.61,77.0,9.0
24.0,33.0,5.41,86.0,12.0
24.0,37.0,5.78,108.0,13.0
21.0,43.0,5.77,137.0,13.0
3.0,6.0,69.96,14.0,7.0
2.0,5.0,65.13,17.0,7.0
3.0,6.0,68.34,15.0,7.0
4.0,7.0,65.63,19.0,7.0
2.0,6.0,70.71,15.0,8.0
3.0,7.0,62.95,23.0,7.0
4.0,9.0,53.8,38.0,8.0
10.0,17.0,22.93,81.0,8.0
5.0,17.0,8.7,107.0,9.0
10.0,26.0,18.23,94.0,9.0
5.0,23.0,18.37,95.0,10.0
6.0,22.0,42.08,68.0,8.0
3.0,16.0,56.74,46.0,8.0
4.0,19.0,58.63,43.0,8.0
2.0,13.0,59.93,42.0,8.0
2.0,12.0,57.05,48.0,8.0
4.0,15.0,49.04,58.0,8.0
5.0,14.0,34.81,75.0,8.0
6.0,14.0,35.94,72.0,8.0
8.0,16.0,42.16,61.0,8.0
5.0,11.0,47.22,51.0,8.0
7.0,13.0,57.16,38.0,8.0
6.0,10.0,64.49,17.0,7.0
7.0,10.0,68.19,12.0,7.0
4.0,8.0,66.83,13.0,7.0
4.0,8.0,70.54,13.0,8.0
2.0,9.0,70.11,16.0,7.0
2.0,9.0,49.23,46.0,8.0
7.0,15.0,31.55,72.0,8.0
6.0,18.0,15.7,99.0,9.0
9.0,26.0,19.53,96.0,9.0
8.0,22.0,27.1,82.0,8.0
9.0,21.0,30.02,72.0,8.0
6.0,19.0,30.93,70.0,9.0
13.0,25.0,36.23,64.0,8.0
15.0,26.0,40.95,64.0,8.0
10.0,22.0,43.96,53.0,8.0
10.0,18.0,42.18,57.0,8.0
9.0,20.0,36.23,62.0,8.0
4.0,17.0,29.91,70.0,8.0
7.0,20.0,27.37,67.0,8.0
6.0,17.0,37.04,67.0,8.0
6.0,12.0,57.34,41.0,8.0
4.0,9.0,68.87,25.0,8.0
3.0,6.0,64.84,30.0,7.0
6.0,7.0,71.95,18.0,7.0
2.0,3.0,77.93,11.0,7.0
3.0,5.0,75.86,11.0,7.0
1.0,6.0,79.88,8.0,7.0
2.0,4.0,75.08,11.0,7.0
3.0,6.0,57.08,34.0,8.0
3.0,4.0,26.94,79.0,8.0
5.0,7.0,12.74,106.0,9.0
11.0,14.0,23.93,90.0,9.0
6.0,9.0,43.29,68.0,9.0
9.0,12.0,50.23,61.0,8.0
5.0,9.0,57.31,56.0,8.0
7.0,10.0,59.29,55.0,8.0
12.0,15.0,61.31,55.0,8.0
11.0,14.0,61.23,50.0,8.0
11.0,15.0,54.97,57.0,8.0
9.0,12.0,43.04,71.0,8.0
9.0,12.0,45.24,63.0,8.0
6.0,34.0,40.29,65.0,7.0
5.0,12.0,37.8,61.0,7.0
8.0,26.0,35.69,56.0,7.0
5.0,28.0,43.92,39.0,7.0
8.0,24.0,49.8,17.0,7.0
4.0,5.0,52.49,13.0,7.0
1.0,4.0,54.6,9.0,7.0
2.0,35.0,52.24,10.0,7.0
2.0,15.0,52.14,15.0,7.0
3.0,16.0,43.67,30.0,7.0
5.0,12.0,37.01,51.0,7.0
4.0,6.0,32.88,61.0,7.0
3.0,7.0,32.83,61.0,7.0
2.0,8.0,33.35,61.0,7.0
7.0,11.0,41.57,50.0,7.0
11.0,18.0,46.77,45.0,8.0
10.0,12.0,48.84,43.0,8.0
7.0,9.0,49.82,41.0,8.0
9.0,11.0,48.91,40.0,7.0
4.0,5.0,45.17,43.0,7.0
3.0,4.0,43.36,45.0,7.0
4.0,5.0,46.3,44.0,7.0
5.0,6.0,42.66,48.0,7.0
5.0,6.0,48.05,39.0,7.0
4.0,6.0,52.24,36.0,7.0
4.0,10.0,43.01,36.0,7.0
6.0,11.0,45.66,27.0,7.0
1.0,1.0,61.68,28.0,7.0
1.0,3.0,40.42,64.0,7.0
5.0,16.0,33.04,82.0,7.0
4.0,8.0,36.79,75.0,8.0
7.0,9.0,60.7,43.0,7.0
8.0,9.0,55.84,48.0,7.0
9.0,13.0,52.48,47.0,7.0
3.0,5.0,52.76,64.0,7.0
1.0,5.0,72.0,31.0,7.0
1.0,5.0,67.3,32.0,7.0
1.0,2.0,71.2,16.0,7.0
2.0,5.0,72.17,18.0,7.0
3.0,9.0,51.61,48.0,10.0
2.0,8.0,60.01,37.0,8.0
7.0,11.0,60.5,36.0,8.0
5.0,10.0,63.65,32.0,8.0
2.0,6.0,64.67,31.0,10.0
6.0,9.0,70.04,25.0,12.0
10.0,13.0,68.81,25.0,11.0
5.0,7.0,49.74,48.0,13.0
2.0,5.0,45.97,53.0,9.0
8.0,13.0,24.76,74.0,8.0
7.0,13.0,30.65,64.0,8.0
1.0,3.0,65.74,19.0,7.0
4.0,8.0,56.22,25.0,7.0
1.0,4.0,41.17,38.0,7.0
3.0,7.0,27.75,59.0,8.0
4.0,9.0,27.19,61.0,9.0
6.0,12.0,48.4,47.0,9.0
9.0,13.0,64.2,34.0,8.0
4.0,6.0,67.26,30.0,8.0
1.0,3.0,69.37,28.0,8.0
1.0,5.0,67.13,31.0,10.0
4.0,6.0,67.76,27.0,13.0
5.0,8.0,64.42,28.0,13.0
5.0,8.0,58.89,35.0,12.0
5.0,8.0,42.4,53.0,14.0
3.0,6.0,32.85,66.0,13.0
1.0,5.0,23.35,76.0,14.0
2.0,6.0,26.74,69.0,11.0
3.0,7.0,23.25,69.0,14.0
8.0,11.0,16.56,74.0,10.0
7.0,12.0,9.3,77.0,8.0
10.0,20.0,3.7,106.0,10.0
15.0,37.0,6.09,129.0,13.0
17.0,33.0,23.21,76.0,10.0
19.0,35.0,21.99,91.0,11.0
21.0,36.0,22.46,95.0,11.0
15.0,28.0,26.38,96.0,11.0
18.0,30.0,22.89,103.0,10.0
23.0,38.0,13.8,109.0,10.0
21.0,34.0,14.47,99.0,9.0
14.0,25.0,12.32,98.0,9.0
13.0,26.0,7.35,102.0,10.0
12.0,28.0,5.26,122.0,11.0
14.0,30.0,5.11,128.0,11.0
21.0,38.0,5.51,131.0,12.0
22.0,35.0,5.18,91.0,11.0
22.0,39.0,4.89,108.0,11.0
19.0,40.0,5.29,142.0,12.0
19.0,47.0,5.7,163.0,16.0
9.0,21.0,14.63,98.0,11.0
4.0,10.0,63.03,51.0,11.0
7.0,16.0,23.08,94.0,11.0
6.0,13.0,15.01,93.0,13.0
3.0,9.0,33.16,63.0,10.0
6.0,12.0,20.5,58.0,9.0
12.0,19.0,4.33,100.0,11.0
9.0,25.0,3.76,126.0,13.0
13.0,34.0,8.4,113.0,12.0
11.0,28.0,15.71,95.0,15.0
13.0,27.0,28.48,82.0,13.0
9.0,22.0,51.03,63.0,10.0
11.0,23.0,55.09,63.0,11.0
11.0,24.0,61.34,63.0,10.0
12.0,23.0,62.47,57.0,9.0
12.0,27.0,58.26,63.0,8.0
6.0,21.0,34.02,91.0,9.0
21.0,78.0,4.14,170.0,17.0
17.0,37.0,3.84,150.0,19.0
18.0,34.0,3.75,128.0,13.0
9.0,24.0,27.53,84.0,10.0
12.0,27.0,32.94,83.0,9.0
12.0,25.0,43.85,67.0,9.0
11.0,23.0,57.39,48.0,8.0
9.0,22.0,60.63,46.0,8.0
12.0,26.0,63.34,48.0,8.0
12.0,24.0,65.13,46.0,8.0
12.0,33.0,40.17,82.0,8.0
7.0,38.0,18.13,107.0,9.0
11.0,47.0,4.44,144.0,20.0
20.0,40.0,4.05,142.0,16.0
19.0,35.0,9.03,109.0,10.0
15.0,28.0,58.32,64.0,11.0
14.0,26.0,59.94,70.0,11.0
14.0,29.0,51.87,75.0,9.0
16.0,58.0,4.13,143.0,11.0
21.0,74.0,4.02,163.0,14.0
27.0,72.0,4.45,179.0,18.0
30.0,62.0,4.11,146.0,14.0
28.0,54.0,3.68,134.0,15.0
23.0,48.0,3.69,122.0,13.0
12.0,17.0,35.12,49.0,11.0
9.0,14.0,41.99,45.0,14.0
6.0,14.0,77.29,27.0,8.0
6.0,17.0,80.87,22.0,8.0
6.0,16.0,86.43,28.0,8.0
5.0,22.0,77.33,40.0,7.0
9.0,49.0,14.55,112.0,10.0
7.0,28.0,30.91,82.0,10.0
9.0,22.0,40.71,42.0,8.0
12.0,20.0,49.55,32.0,8.0
12.0,17.0,44.22,36.0,8.0
10.0,17.0,48.96,28.0,8.0
14.0,19.0,45.52,33.0,8.0
12.0,18.0,24.8,55.0,8.0
8.0,17.0,9.45,88.0,9.0
14.0,24.0,7.97,105.0,10.0
12.0,31.0,13.67,98.0,11.0
15.0,34.0,21.99,86.0,11.0
19.0,34.0,30.64,76.0,12.0
16.0,31.0,41.02,69.0,10.0
12.0,28.0,51.55,55.0,9.0
11.0,33.0,59.41,51.0,9.0
12.0,39.0,56.28,52.0,8.0
9.0,40.0,40.09,74.0,8.0
8.0,49.0,12.96,113.0,11.0
14.0,50.0,7.43,120.0,17.0
15.0,39.0,5.06,125.0,15.0
16.0,42.0,6.71,106.0,10.0
13.0,35.0,38.65,55.0,9.0
12.0,34.0,44.46,45.0,8.0
21.0,47.0,4.81,118.0,15.0
26.0,54.0,9.13,124.0,16.0
12.0,35.0,51.94,67.0,10.0
22.0,53.0,19.95,92.0,9.0
20.0,44.0,19.03,87.0,9.0
17.0,39.0,16.46,92.0,9.0
19.0,43.0,5.98,87.0,8.0
26.0,56.0,11.14,110.0,12.0
22.0,47.0,23.89,97.0,11.0
19.0,40.0,41.82,69.0,10.0
17.0,40.0,48.09,63.0,10.0
22.0,46.0,50.84,61.0,11.0
22.0,50.0,57.33,55.0,9.0
21.0,58.0,62.62,50.0,8.0
15.0,56.0,39.6,79.0,8.0
11.0,59.0,33.08,85.0,8.0
16.0,75.0,12.58,117.0,9.0
22.0,83.0,4.3,147.0,11.0
27.0,78.0,4.92,145.0,12.0
27.0,69.0,5.83,135.0,11.0
25.0,62.0,6.03,129.0,12.0
22.0,54.0,10.78,84.0,10.0
17.0,43.0,27.28,50.0,9.0
19.0,47.0,14.26,65.0,9.0
24.0,54.0,5.86,102.0,11.0
22.0,60.0,21.71,81.0,12.0
23.0,58.0,37.36,66.0,11.0
17.0,56.0,41.02,87.0,8.0
12.0,71.0,17.24,129.0,8.0
18.0,108.0,4.2,173.0,12.0
28.0,69.0,4.44,140.0,14.0
24.0,57.0,15.81,96.0,10.0
17.0,45.0,24.28,75.0,9.0
15.0,42.0,28.82,66.0,9.0
13.0,38.0,36.47,49.0,9.0
10.0,29.0,25.34,61.0,9.0
20.0,46.0,4.93,124.0,13.0
21.0,55.0,10.14,113.0,13.0
17.0,50.0,23.99,86.0,12.0
16.0,46.0,35.95,79.0,11.0
19.0,51.0,45.0,77.0,13.0
12.28,11.8,67.5,8.5,0.0
9.53,10.73,67.75,8.5,0.0
8.2,12.83,69.25,9.25,0.0
4.73,7.1,66.0,11.5,0.0
1.53,5.65,79.5,9.75,0.0
3.1,9.23,40.25,47.0,0.0
5.08,10.33,17.0,70.25,0.0
4.5,11.95,23.75,64.75,0.0
7.2,7.05,22.75,63.0,0.0
10.4,11.0,26.75,57.5,0.0
9.53,11.78,33.5,49.5,0.0
11.58,18.13,42.5,38.0,0.0
8.2,20.03,52.75,29.0,0.0
7.4,20.98,55.75,26.0,0.0
7.1,18.73,54.0,29.5,0.0
8.68,12.13,42.25,40.5,0.0
9.4,12.38,25.25,57.5,0.0
8.1,9.18,20.25,61.5,0.0
9.7,16.6,15.25,66.0,0.0
16.48,16.8,5.0,77.0,0.0
11.83,17.05,13.5,62.0,0.0
16.78,22.73,9.75,61.5,0.0
15.3,23.45,8.25,60.0,0.0
8.15,18.23,12.0,51.75,0.0
7.5,22.0,25.5,33.75,0.33
11.08,12.65,35.0,22.0,0.25
8.53,9.48,46.0,14.75,0.25
6.33,15.73,39.25,20.5,0.25
10.83,18.85,15.25,50.25,1.0
14.2,21.95,28.75,38.25,1.0
14.7,18.63,43.0,25.0,0.75
14.3,20.63,42.0,25.75,1.0
13.6,22.93,29.0,39.25,1.0
12.73,24.3,22.25,48.25,1.0
13.48,22.5,17.25,52.5,1.0
14.08,23.7,17.0,55.0,0.5
12.23,24.15,18.5,48.5,1.0
17.38,26.8,12.25,51.25,1.0
15.43,28.13,16.0,43.25,0.75
17.08,21.78,30.25,27.5,1.0
16.3,20.53,32.25,24.0,1.0
17.7,22.55,18.75,35.75,0.75
16.2,27.35,20.0,30.75,1.0
17.58,21.7,28.25,21.0,1.0
19.9,20.8,33.5,15.0,1.0
17.63,22.25,34.75,15.0,0.67
16.7,26.5,29.25,16.0,1.0
23.45,25.73,23.0,21.0,1.0
23.9,27.98,18.0,26.5,1.0
22.53,25.53,22.25,24.0,1.0
25.58,27.35,23.75,22.25,1.0
20.33,22.35,26.75,20.0,1.5
18.5,17.85,31.5,18.0,1.0
17.93,21.4,32.0,16.0,1.0
18.0,12.85,32.0,15.25,1.0
14.5,15.55,31.25,15.0,1.0
12.63,12.4,29.75,15.0,1.0
10.4,13.28,26.0,16.75,1.0
10.5,12.58,21.25,19.0,1.0
16.58,10.6,15.0,24.75,1.0
9.85,10.55,12.5,26.0,1.0
14.68,13.38,11.5,26.5,1.0
11.83,11.73,12.25,25.25,0.75
15.18,13.78,14.25,22.0,0.25
8.53,12.28,16.75,18.75,0.5
10.28,9.33,21.5,14.0,0.25
12.5,12.15,25.0,10.25,0.5
8.03,8.43,26.0,9.0,0.0
10.0,11.38,26.5,8.25,0.0
8.5,9.28,26.25,8.0,0.25
9.78,8.68,26.75,8.25,0.0
14.08,7.2,24.75,10.25,0.25
14.4,18.8,5.75,32.5,0.25
12.43,11.18,7.5,28.5,0.25
18.45,17.8,10.5,25.0,0.0
25.75,17.9,14.0,20.5,0.0
16.75,18.23,18.25,14.75,0.0
16.9,21.63,20.0,12.75,0.0
13.63,17.13,17.25,17.75,0.25
16.98,19.9,17.75,16.75,0.0
22.68,26.3,7.5,28.25,0.25
18.73,25.33,2.5,33.75,0.0
19.5,26.33,0.0,35.75,0.0
20.58,28.18,0.25,36.0,0.25
25.38,26.28,1.0,31.75,0.0
